% # columns="iter, evals, sigma, 0, fitness, xbest" seed=436302, Fri Oct 12 17:19:06 2018, <python>{}</python>
1 8 0.17810343639195456 0 19.463875 0.4582049756802624 0.6814057040576903 0.5443263276787256 0.34159883288342785
2 16 0.17769866238763501 0 19.402611 0.6825516989216653 0.7987969125300053 0.7288041414996802 0.5005468381873779
3 24 0.2067615882410711 0 19.491037 0.996846193104336 0.6677332344981246 0.6656781723533385 0.4718369160110316
4 32 0.18343841066953545 0 19.537482 0.9010720636492103 0.42745270552902637 0.5972753358893989 0.544868008353258
5 40 0.2029058639695519 0 19.431608 0.9885908606003077 0.3476420842536837 0.5888340958513205 0.6065601478464425
6 48 0.19027077143530322 0 19.550021 0.996425982695225 0.5459853142763621 0.7142760926106323 0.21604881952366173
7 56 0.17268361718016068 0 19.391837 0.9691301405317456 0.24566073258463172 0.6127448480135498 0.5787433948514844
8 64 0.1472346836696714 0 19.380812 0.8523190777718214 0.4871767099940332 0.6145814134383885 0.45735415028322607
9 72 0.131786408445001 0 19.446525 0.79988261820721 0.5682567221106529 0.6013194174271717 0.4267908238796908
10 80 0.1259578578164427 0 19.402544 0.9692555435468391 0.44772902883127697 0.6008395255104839 0.5791189884551826
11 88 0.10920358202427033 0 19.391193 0.8354271029183733 0.5453402797675853 0.58111802311322 0.5430197987149463
12 96 0.10651788546869136 0 19.503494 0.8375002675496811 0.27420604864063236 0.6166012550014921 0.6036399346666635
13 104 0.0937933822932909 0 19.428233 0.9386270992058277 0.4724459405791812 0.6380154848325655 0.4459560262910437
14 112 0.08706180118719095 0 19.367235 0.7211879182044141 0.5475985959057214 0.603753479755055 0.49351577219861514
15 120 0.09929967957702099 0 19.334847 0.5715173674068579 0.6407048063715628 0.5876063050788791 0.5857106556311714
16 128 0.10396962319224336 0 19.34241 0.705623479490743 0.5617816999170797 0.5770308580917801 0.4917746778618832
17 136 0.0972361683335762 0 19.340059 0.8220605859570145 0.6689075252476884 0.5719575126139774 0.4639397379530679
18 144 0.09303918955734593 0 19.352682 0.6315686256207983 0.5868598070445111 0.6056777375083727 0.46016006304058577
19 152 0.09253807071783984 0 19.365922 0.5529912446818825 0.6143790557151124 0.6050609344700821 0.4679447503437761
20 160 0.09622187004563645 0 19.427324 0.5897261892637568 0.8254466542783789 0.5854769748177322 0.4902102911921415
21 168 0.09134427239861845 0 19.348626 0.5348800942929658 0.8181161922049704 0.570409771213074 0.454505747930404
22 176 0.08549271419901133 0 19.347963 0.575204990686981 0.8939387435216541 0.5828794453769245 0.49681256982129374
23 184 0.09158491469755486 0 19.318605 0.6385983821332963 0.8285019128236039 0.5804613330594934 0.5058919233817669
24 192 0.08266705052478708 0 19.333047 0.569338526443714 0.8786219059839979 0.5805899667173691 0.4944876144299029
25 200 0.07334261578273465 0 19.330761 0.6586546685628396 0.8021114843888232 0.5759016878753056 0.4801117605993764
26 208 0.06578927057647022 0 19.322146 0.6130008264170671 0.857055299310795 0.5711876175561443 0.5583452134391091
27 216 0.06566167223993548 0 19.287137 0.5605341189211043 0.8635874674700252 0.5816367956953804 0.45009156679125856
28 224 0.06646669423978965 0 19.367854 0.47526386831452283 0.9214259090669898 0.5832416620710366 0.47156848704449106
29 232 0.056314483412603714 0 19.375559 0.4820290679575069 0.877201873554792 0.5826775064646708 0.4684626419214894
30 240 0.05235155055286721 0 19.29619 0.4080212994318801 0.9599643355408514 0.578978656797516 0.49840085640740356
